15
0,3002.576745,1241.838718,10079.72072,7326.047014,7420.95843,5081.790058,12195.2708,5370.462465,880.5090581,3101.276425,3377.551034,2774.297521,9342.165583,12853.48743
3002.576745,0,2812.430517,7197.077146,4583.913237,5023.427873,8029.504755,13170.64213,2992.290174,2370.018488,327.4908728,5828.906665,371.491287,6339.630437,12439.37943
1241.838718,2812.430517,0,10001.60306,7385.38439,7703.742884,5375.773712,11176.81098,5627.701757,1720.371484,2775.537787,3017.585264,2730.971992,8981.861441,11619.61424
10079.72072,7197.077146,10001.60306,0,2855.093159,3553.894038,15161.49668,18929.50813,4981.519012,9283.717344,7231.445756,13006.98475,7341.103087,2383.14843,16200.13141
7326.047014,4583.913237,7385.38439,2855.093159,0,1370.700186,12397.02331,17165.79372,2126.898017,6500.884022,4685.962561,10401.97419,4662.558543,3330.727024,15239.13502
7420.95843,5023.427873,7703.742884,3553.894038,1370.700186,0,12392.48023,18007.61369,2076.895939,6551.528386,5203.316591,10674.72958,5000.942698,4601.3201,16392.35328
5081.790058,8029.504755,5375.773712,15161.49668,12397.02331,12392.48023,0,10944.31712,10390.08062,5896.789574,8069.665653,2975.958523,7838.58527,14331.69307,13887.47197
12195.2708,13170.64213,11176.81098,18929.50813,17165.79372,18007.61369,10944.31712,0,16109.83608,12884.78009,12920.91958,9404.910226,13325.87113,16908.39934,5887.719308
5370.462465,2992.290174,5627.701757,4981.519012,2126.898017,2076.895939,10390.08062,16109.83608,0,4511.195274,3205.087312,8599.301049,2937.625199,5098.606922,14902.07395
880.5090581,2370.018488,1720.371484,9283.717344,6500.884022,6551.528386,5896.789574,12884.78009,4511.195274,0,2539.186802,4247.01382,2081.169292,8661.4932,13225.8244
3101.276425,327.4908728,2775.537787,7231.445756,4685.962561,5203.316591,8069.665653,12920.91958,3205.087312,2539.186802,0,5775.636391,680.88704,6267.240587,12121.13078
3377.551034,5828.906665,3017.585264,13006.98475,10401.97419,10674.72958,2975.958523,9404.910226,8599.301049,4247.01382,5775.636391,0,5742.512703,11876.66454,11347.44486
2774.297521,371.491287,2730.971992,7341.103087,4662.558543,5000.942698,7838.58527,13325.87113,2937.625199,2081.169292,680.88704,5742.512703,0,6586.488497,12727.6226
9342.165583,6339.630437,8981.861441,2383.14843,3330.727024,4601.3201,14331.69307,16908.39934,5098.606922,8661.4932,6267.240587,11876.66454,6586.488497,0,13887.30678
12853.48743,12439.37943,11619.61424,16200.13141,15239.13502,16392.35328,13887.47197,5887.719308,14902.07395,13225.8244,12121.13078,11347.44486,12727.6226,13887.30678,0
0,1,999,21,999,1,999,999,1,999,1,19,999,23,999
0,60,45,60,30,60,30,30,60,30,60,60,30,45,45
